ATS,Location Code,Location Name,Latitude,Longitude,ATS System Code,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,BCO Location Code,in_LCGMS,geometry,BAP Rating,Accessibility Description,BAP Full URL,accessibility_match_status
28Q312,Q312,Jamaica Children's School,40.693559,-73.790975,28Q312,342800010312.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2014,Open,Q040,109-20 Union Hall Street,Queens,NY,11433.0,4121510001.0,26000.0,412.0,28.0,QN01,South Jamaica,Michele Cespedes,Principal,718-526-0160,718-526-0703,28.0,28.0,Q828,COMMUNITY SCHOOL DISTRICT 28,ERIC BLAKE,,,,,QFSS,True,POINT (-8214373.7621 4967246.221600004),4.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Ef4FekrPSYVAknr6fZWPb5AB9PStKGkcrXiVh_-zdhGVmg,Complete (Current)
29Q313,Q313,Benjamin Franklin High School for Finance & Inform,40.698786,-73.74633,29Q313,342900011313.0,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,Q490,207- 01 116 Avenue,Queens,NY,11411.0,4110490001.0,53401.0,413.0,27.0,QN33,Cambria Heights,Dudrige Brenord,Principal,718-276-0150,718-276-4725,29.0,29.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8209403.9035 4968013.675999999),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EdJGqdEjDt1KuWhgZvjK2LUB_rl_0tXmUpvAvXE4s7Mucg,Complete (Current)
27Q314,Q314,Epic High School - South,40.675021,-73.81673,27Q314,342700010314.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,Q226,121-10 ROCKAWAY BOULEVARD,QUEENS,NY,11420.0,4117140100.0,84000.0,410.0,28.0,QN55,South Ozone Park,SUBHAS MOHAN,Principal,718-845-1290,718-843-2072,27.0,27.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8217240.795600001 4964524.864500001),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EdqFHkUQDLpMjI8BwFc4tmcBUJkPl1_VR4qlNycJ3GYtRg,Complete (Current)
26Q315,Q315,Business Technology Early College High School,40.733888,-73.739726,26Q315,342600011315.0,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,Q435,230-17 HILLSIDE AVENUE,QUEENS,NY,11427.0,4079300002.0,130100.0,413.0,23.0,QN43,Bellerose,Patrice Henry,Principal,718-217-3613,718-217-3616,26.0,26.0,HS03,,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",FWalsh@schools.nyc.gov,MFSC,True,POINT (-8208668.749600001 4973169.089000002),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ERFJZ6aCKFROin-ehx771EsBU6rs2G7oL9xVOYimIFdTXg,Complete (Current)
27Q316,Q316,Queens Explorers Elementary School,40.683112,-73.850123,27Q316,342700010316.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2014,Open,Q316,90-07 101 Avenue,Queens,NY,11416.0,4090640031.0,3800.0,409.0,32.0,QN53,Woodhaven,Nicole Grant,Principal,718-558-7088,718-558-7091,27.0,27.0,Q827,COMMUNITY SCHOOL DISTRICT 27,MELISSA COMPSON,,,,,QFSS,True,POINT (-8220958.087400001 4965712.520900004),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EUbIGEiSWnxPiATRr4HtU7wBsRMfl_vsE2T12l7e2Iarxw,Complete (Current)
27Q317,Q317,Waterside Children's Studio School,40.579977,-73.83277,27Q317,342700010317.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 2009,Open,Q593,140 Beach 112 Street,Queens,NY,11694.0,4161840001.0,938.0,414.0,32.0,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,DANA GERENDASI,Principal,718-634-1344,718-634-3884,27.0,27.0,Q827,COMMUNITY SCHOOL DISTRICT 27,MELISSA COMPSON,,,,,QFSS,True,POINT (-8219026.360300001 4950584.382399999),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EWDt5GMXPJFAlD2_lmUZc4kBhyUfI8D36SI-XwSl03nBJQ,Complete (Current)
27Q318,Q318,Waterside School For Leadership,40.580907,-73.83109,27Q318,342700010318.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,Q225,190 BEACH 110 STREET,ROCKAWAY PARK,NY,11694.0,4161810001.0,93800.0,414.0,32.0,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,Najah Gall,I.A. Principal,718-634-1128,718-634-1185,27.0,27.0,Q827,COMMUNITY SCHOOL DISTRICT 27,MELISSA COMPSON,,,,,QFSS,True,POINT (-8218839.3434999995 4950720.6932),N/A,No Accessibility,TBD,Complete (Raw Backup)
27Q319,Q319,Village Academy,40.604019,-73.749891,27Q319,342700010319.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,Q053,10-45 NAMEOKE STREET,QUEENS,NY,11691.0,4155570025.0,103202.0,414.0,31.0,QN15,Far Rockaway-Bayswater,DORIS LEE,Principal,718-471-6042,718-471-6243,27.0,27.0,Q827,COMMUNITY SCHOOL DISTRICT 27,MELISSA COMPSON,,,,,QFSS,True,POINT (-8209800.3122000005 4954108.844499998),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eb4wJ0O4mAlMpYOyNx0mmfcBvn34Vn2elQuiPOBaUscXBw,Complete (Current)
84Q320,Q320,New Visions Charter High School for Advanced Math,40.673949,-73.782684,84Q320,342700861054.0,Charter,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2015,Open,Q400,156-10 BAISLEY BOULEVARD,QUEENS,NY,11434.0,4122610001.0,29400.0,412.0,28.0,QN02,Springfield Gardens North,Claubentz Dieujuste,Principal,718-525-2041,718-525-2636,27.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8213450.8122000005 4964367.519299999),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Ea-IIjZW9QRDk5wPv4QRkEkBCMrklqZosdIN7jOcFvg3Rg,Complete (Current)
84Q321,Q321,Growing Up Green Charter School,40.753503,-73.93562,84Q321,343000860952.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05",Jul 1 2009,Open,QARY,39-27 28 Street,Queens,NY,11101.0,4003980001.0,1003.0,401.0,26.0,QN68,Queensbridge-Ravenswood-Long Island City,Steve Viola/Anabel Schmelz,Principal,347-642-4306,347-642-4310,30.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8230475.5699000005 4976051.118799999),,,,No Match
27Q323,Q323,Scholars' Academy,40.584543,-73.825162,27Q323,342700010323.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2005,Open,Q180,320 Beach 104 Street,Queens,NY,11694.0,4161590012.0,93800.0,414.0,32.0,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,Michele Smyth,I.A. Principal,718-474-6918,718-945-8958,27.0,27.0,Q827,COMMUNITY SCHOOL DISTRICT 27,MELISSA COMPSON,,,,,QFSS,True,POINT (-8218179.4416000005 4951253.642499998),4.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EaBCETf1HOFHiDS2Gg3juGgBPCusb_5_QWj3ShKpoQgWLQ,Complete (Current)
27Q324,Q324,Rockaway Park High School for Environmental Sustai,40.586012,-73.825317,27Q324,342700011324.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2010,Open,Q410,100-00 BEACH CHANNEL DRIVE,QUEENS,NY,11694.0,4161670099.0,93800.0,414.0,32.0,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,Katwona Warren,Principal,718-734-3280,718-734-3286,27.0,27.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8218196.6961 4951468.970399998),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EQpmzsnM32FCuQpwHF5H7IUBgN43OuH7eR4Z0sNGk36aSg,Complete (Current)
28Q325,Q325,Hillside Arts & Letters Academy,40.714551,-73.798658,28Q325,342800011325.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2010,Open,Q470,167-01 GOTHIC DRIVE,JAMAICA,NY,11432.0,4098580100.0,45200.0,408.0,24.0,QN35,Briarwood-Jamaica Hills,Raquel Nolasco,Principal,718-658-1249,718-658-1613,28.0,28.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8215229.0298 4970328.737300001),N/A,No Accessibility,TBD,Complete (Raw Backup)
29Q326,Q326,Cambria Heights Academy,40.711857,-73.771196,29Q326,342900011326.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2010,Open,Q799,188-04 91 Avenue,Queens,NY,11423.0,4104430001.0,48000.0,412.0,23.0,QN61,Jamaica,Melissa Menake,Principal,718-736-7320,718-736-7325,29.0,29.0,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC,True,POINT (-8212171.9739 4969933.089599997),N/A,No Accessibility,TBD,Complete (Raw Backup)
29Q327,Q327,Eagle Academy for Young Men III,40.69172,-73.778924,29Q327,342900011327.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2010,Open,Q633,171-10 Linden Boulevard,Queens,NY,11434.0,4123930001.0,43200.0,412.0,27.0,QN08,St. Albans,Christophe Smith,Principal,718-480-2600,718-480-2610,29.0,29.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8213032.251 4966976.224699996),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Ebz_mZX_s79DlcVMbt_egtgBvUGBIT6CU76dpfU7xh_4kA,Complete (Current)
28Q328,Q328,High School for Community Leadership,40.714551,-73.798658,28Q328,342800011328.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2010,Open,Q470,167-01 GOTHIC DRIVE,JAMAICA,NY,11432.0,4098580100.0,45200.0,408.0,24.0,QN35,Briarwood-Jamaica Hills,CARLOS BORRERO,Principal,718-558-9801,718-558-9807,28.0,28.0,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC,True,POINT (-8215229.0298 4970328.737300001),N/A,No Accessibility,TBD,Complete (Raw Backup)
30Q329,Q329,East Elmhurst Community School,40.761573,-73.872244,30Q329,343000010329.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2013,Open,Q329,26-25 97 Street,Queens,NY,11369.0,4013770016.0,36100.0,403.0,21.0,QN27,East Elmhurst,RACHEL STAROBA-HALLENB,Principal,718-505-6050,718-505-6055,30.0,30.0,Q830,COMMUNITY SCHOOL DISTRICT 30,LISA HIDALGO,,,,,QFSN,True,POINT (-8223420.5858 4977237.089900002),N/A,No Accessibility,TBD,Complete (Raw Backup)
24Q330,Q330,Helen M. Marshall School,40.757888,-73.859202,24Q330,342400010330.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2010,Open,Q287,110-08 NORTHERN BOULEVARD,QUEENS,NY,11368.0,4017250001.0,38100.0,403.0,21.0,QN26,North Corona,Debra Rudolph,Principal,718-505-5110,718-505-5115,24.0,24.0,Q824,COMMUNITY SCHOOL DISTRICT 24,ANTHONY RIVERA,,,,,QFSN,True,POINT (-8221968.756999999 4976695.522699997),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZgLQby5KclLrFRTb8aKwsEBEa9j_c3gGZcLJljtf8BGgQ,Complete (Current)
24Q331,Q331,Mosaic Pre-K Center,40.701694,-73.883878,24Q331,,DOE,General Academic,District Pre-K Center,PK,,Jul 1 2015,Open,Q392,68-20 Myrtle Avenue,Queens,NY,11385.0,4037030007.0,62900.0,405.0,30.0,QN19,Glendale,Beth Tekverk/Arthur Gnecco,Principal,,,24.0,24.0,Q824,COMMUNITY SCHOOL DISTRICT 24,ANTHONY RIVERA,,,,,QFSN,True,POINT (-8224715.6768 4968440.669200003),N/A,No Accessibility,TBD,Complete (Raw Backup)
28Q332,Q332,Redwood Middle School,40.675014,-73.775643,28Q332,342800010332.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2014,Open,Q072,133-25 GUY R BREWER BOULEVARD,QUEENS,NY,11434.0,4124950270.0,33402.0,412.0,28.0,QN02,Springfield Gardens North,Tammy Katan Brown,I.A. Principal,718-276-4540,,28.0,28.0,Q828,COMMUNITY SCHOOL DISTRICT 28,ERIC BLAKE,,,,,QFSS,True,POINT (-8212667.011700001 4964523.8369999975),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EdX2gUQYPLBIuOyvlFvxf98B54NMKq5mdfuRcnUlf1yAPw,Complete (Current)
27Q333,Q333,Goldie Maple Academy,40.594008,-73.786649,27Q333,342700010333.0,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 2006,Open,Q198,3-65 BEACH 56 STREET,QUEENS,NY,11692.0,4158940011.0,97204.0,414.0,31.0,QN12,Hammels-Arverne-Edgemere,Shauntina Kerrison,Principal,718-945-3300,718-945-3303,27.0,27.0,Q827,COMMUNITY SCHOOL DISTRICT 27,MELISSA COMPSON,,,,,QFSS,True,POINT (-8213892.194 4952641.1175),4.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EXCYoceEPs9HhLquzhsnHtYBmfKerK3h6UuTiWpUiHODMw,Complete (Current)
27Q334,Q334,Epic High School - North,40.693013,-73.829409,27Q334,342700011334.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,Q636,94-25 117 Street,Queens,NY,11419.0,4094350016.0,12000.0,409.0,28.0,QN54,Richmond Hill,Kristen Breen,Principal,718-570-8230,718-570-8231,27.0,27.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8218652.215399999 4967166.058600001),N/A,No Accessibility,TBD,Complete (Raw Backup)
28Q335,Q335,The Ezra Jack Keats Pre-K Center,40.702178,-73.820221,28Q335,,DOE,General Academic,District Pre-K Center,PK,,Jul 1 2015,Open,Q383,132-10 JAMAICA AVENUE,QUEENS,NY,11418.0,4093400104.0,14202.0,409.0,29.0,QN54,Richmond Hill,Nicole Rhames,Principal,718-298-7900,718-298-7905,28.0,28.0,Q828,COMMUNITY SCHOOL DISTRICT 28,ERIC BLAKE,,,,,QFSS,True,POINT (-8217629.4120000005 4968511.738700002),N/A,Fully Accessible,TBD,Complete (Raw Backup)
27Q336,Q336,District 27 Pre-K Center,40.671903,-73.857176,27Q336,,DOE,General Academic,District Pre-K Center,PK,,Jul 1 2018,Open,Q473,133-40 79 Street,Queens,NY,11414.0,4113580001.0,4402.0,410.0,32.0,,,Susan Settanni,Principal,646-257-9844,,27.0,27.0,Q827,COMMUNITY SCHOOL DISTRICT 27,MELISSA COMPSON,,,,,QFSS,True,POINT (-8221743.2237 4964067.219999999),N/A,,TBD,Complete (Raw Backup)
84Q337,Q337,Success Academy Charter School - Rosedale,40.655811,-73.738793,84Q337,342900861077.0,Charter,General Academic,Elementary,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05",Jul 1 2014,Open,Q374,147-65 249 Street,Queens,NY,11422.0,4136400001.0,66400.0,413.0,31.0,QN05,Rosedale,,,347-514-7060,646-219-4826,29.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8208564.888499999 4961705.656800002),N/A,No Accessibility,TBD,Complete (Raw Backup)
28Q338,Q338,Queens Satellite High School for Opportunity,40.708204,-73.799532,28Q338,342800011338.0,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",Jul 1 2010,Open,Q595,162-02 HILLSIDE AVENUE,QUEENS,NY,11432.0,4097680022.0,44602.0,412.0,24.0,QN61,Jamaica,Thomas Mckenna,Principal,718-883-1200,718-658-2309,28.0,28.0,HS12,,,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,ACES,True,POINT (-8215326.323000001 4969396.626100004),N/A,No Accessibility,TBD,Complete (Raw Backup)
84Q339,Q339,Success Academy Charter School - Springfield Garde,40.681881,-73.752772,84Q339,342900861078.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05",Jul 1 2014,Open,Q059,132-55 RIDGEDALE STREET,QUEENS,NY,11413.0,4127230076.0,35200.0,412.0,27.0,QN08,St. Albans,Samantha Lalli,Principal,347-602-4335,718-228-3515,29.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8210121.023600001 4965531.816399999),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EX-43zjrI1dAu_P8XJN5GioB4WJ2vSrsoFobre6QUsswxg,Complete (Current)
84Q340,Q340,Challenge Preparatory Charter School,40.600137,-73.764065,84Q340,342700860990.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08",Jun 1 2010,Open,QAAT,710 HARTMAN LANE,QUEENS,NY,11691.0,4157370010.0,100802.0,414.0,31.0,QN15,Far Rockaway-Bayswater,Dr. Les Mullings/Mavgar Mondesir-Gordon,Principal,718-634-1634,718-583-6238,27.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8211378.1546 4953539.672899999),,,,No Match
84Q341,Q341,Riverton Street Charter School,40.68943,-73.763609,84Q341,342900860974.0,Charter,General Academic,K-8,"01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07",Jun 1 2010,Open,QAFE,118-34 Riverton Street,Queens,NY,11412.0,4124490004.0,36600.0,412.0,27.0,QN08,St. Albans,Andrea Whitehurst/Samanta Deluke,Principal,718-481-8200,347-923-3315,29.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8211327.392999999 4966640.023599997),,,,No Match
84Q342,Q342,Rochdale Early Advantage Charter School,40.680016,-73.778613,84Q342,342800860969.0,Charter,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05",Jun 1 2010,Open,QBAW,122-05 SMITH STREET,QUEENS,NY,11434.0,0.0,28400.0,412.0,27.0,QN76,Baisley Park,Calvin Rice/Sylvia Fairclough-Leslie,Principal,718-978-0075,718-978-0110,28.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8212997.6306 4965258.0502),,,,No Match
24Q343,Q343,The Children's Lab School,40.74258,-73.922604,24Q343,342400010343.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2014,Open,Q313,45-45 42 Street,Queens,NY,11104.0,4001690006.0,18102.0,402.0,26.0,QN31,Hunters Point-Sunnyside-West Maspeth,,,718-361-3300,718-361-3305,24.0,24.0,Q824,COMMUNITY SCHOOL DISTRICT 24,ANTHONY RIVERA,,,,,QFSN,True,POINT (-8229026.635399999 4974446.0988000035),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EYe4DzomjBZJoyjgZoBBNoYB6twaRCtAGRab3Jslv-e42g,Complete (Current)
79Q344,Q344,East River Academy,40.7888,-73.8839,,,,,,,,,,Q535,,,,,,,,,,,,,,,,,,,,,,,,,False,POINT (-8224718.1258000005 4981239.445699997),,,,No Match
28Q349,Q349,The Queens School for Leadership and Excellence,40.708698,-73.797981,28Q349,342800010349.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2015,Open,Q314,88-08 164 Street,Queens,NY,11432.0,4098130033.0,44602.0,412.0,24.0,QN61,Jamaica,TANYA BATES HOWELL,Principal,718-558-6220,718-558-6225,28.0,28.0,Q828,COMMUNITY SCHOOL DISTRICT 28,ERIC BLAKE,,,,,QFSS,True,POINT (-8215153.6665 4969469.171099998),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EU0bszH1rv5GpyVTXuYE2iABwcw_WlFPunWYBQAWhysUVQ,Complete (Current)
28Q350,Q350,Jamaica Gateway to the Sciences,40.714551,-73.798658,28Q350,342800011350.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2011,Open,Q470,167-01 GOTHIC DRIVE,JAMAICA,NY,11432.0,4098580100.0,45200.0,408.0,24.0,QN35,Briarwood-Jamaica Hills,NEETA AHMED,Principal,718-480-2689,718-480-2697,28.0,28.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8215229.0298 4970328.737300001),N/A,No Accessibility,TBD,Complete (Raw Backup)
27Q351,Q351,Rockaway Collegiate High School,40.586012,-73.825317,27Q351,342700011351.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2011,Open,Q410,100-00 BEACH CHANNEL DRIVE,QUEENS,NY,11694.0,4161670099.0,93800.0,414.0,32.0,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,Shazima Ali,Principal,718-734-3290,718-734-3276,27.0,27.0,HS08,,,HS08,HS Network 08 Superintendent Office,JOSEPHINE VAN ESS,JVanEss@schools.nyc.gov,QFSS,True,POINT (-8218196.6961 4951468.970399998),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EQpmzsnM32FCuQpwHF5H7IUBgN43OuH7eR4Z0sNGk36aSg,Complete (Current)
28Q354,Q354,The Jermaine L. Green STEM Institute of Queens,40.679843,-73.774668,28Q354,342800010354.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2011,Open,Q030,126-10 BEDELL STREET,QUEENS,NY,11434.0,4124950065.0,33402.0,412.0,28.0,QN02,Springfield Gardens North,Emmanuela Remy,Principal,718-276-1348,718-276-2498,28.0,28.0,Q828,COMMUNITY SCHOOL DISTRICT 28,ERIC BLAKE,,,,,QFSS,True,POINT (-8212558.475199999 4965232.655699998),N/A,No Accessibility,TBD,Complete (Raw Backup)
29Q355,Q355,Collaborative Arts Middle School,40.664809,-73.759396,29Q355,342900010355.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2011,Open,Q231,145-00 SPRINGFIELD BOULEVARD,QUEENS,NY,11413.0,4133310001.0,32000.0,413.0,31.0,QN03,Springfield Gardens South-Brookville,Tammy Holloway,Principal,718-977-6181,718-977-6183,29.0,29.0,Q829,COMMUNITY SCHOOL DISTRICT 29,CRYSTAL BONDS,,,,,QFSS,True,POINT (-8210858.403899999 4963026.0779),N/A,No Accessibility,TBD,Complete (Raw Backup)
29Q356,Q356,Community Voices Middle School,40.664809,-73.759396,29Q356,342900010356.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2011,Open,Q231,145-00 SPRINGFIELD BOULEVARD,QUEENS,NY,11413.0,4133310001.0,32000.0,413.0,31.0,QN03,Springfield Gardens South-Brookville,Ryan Branch,Principal,718-977-6180,718-977-6182,29.0,29.0,Q829,COMMUNITY SCHOOL DISTRICT 29,CRYSTAL BONDS,,,,,QFSS,True,POINT (-8210858.403899999 4963026.0779),N/A,No Accessibility,TBD,Complete (Raw Backup)
28Q358,Q358,M.S. 358,40.708698,-73.797981,28Q358,342800010358.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2015,Open,Q314,88-08 164 Street,Queens,NY,11432.0,4098130033.0,44602.0,412.0,24.0,QN61,Jamaica,AMR ELKARANY,Principal,718-558-6240,,28.0,28.0,Q828,COMMUNITY SCHOOL DISTRICT 28,ERIC BLAKE,,,,,QFSS,True,POINT (-8215153.6665 4969469.171099998),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EU0bszH1rv5GpyVTXuYE2iABwcw_WlFPunWYBQAWhysUVQ,Complete (Current)
84Q359,Q359,Academy of the City Charter School,40.756181,-73.902197,84Q359,343000860998.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05",Jul 1 2011,Open,QABE,31-29 60 Street,Queens,NY,11377.0,4011360006.0,29700.0,401.0,26.0,QN63,Woodside,Katie-Lyn Santacruz/Aaron Listhaus,Executive Director,718-487-9857,718-785-9592,30.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8226754.9385 4976444.6630000025),,,,No Match
29Q360,Q360,P.S. 360,40.702329,-73.756259,29Q360,342900010360.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2015,Open,Q892,199-10 112 AVENUE,QUEENS,NY,11412.0,4109750001.0,52000.0,412.0,27.0,QN08,St. Albans,Rachel Thomas,Principal,718-776-7370,718-776-7380,29.0,29.0,Q829,COMMUNITY SCHOOL DISTRICT 29,CRYSTAL BONDS,,,,,QFSS,True,POINT (-8210509.194700001 4968533.9113000035),N/A,No Accessibility,TBD,Complete (Raw Backup)
30Q361,Q361,The Woodside Community School,40.747701,-73.90643,30Q361,343000010361.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2015,Open,Q339,39-07 57 Street,Queens,NY,11377.0,4012280048.0,25700.0,402.0,26.0,QN63,Woodside,NAYEON HWANG,Principal,718-592-3300,718-592-3310,30.0,30.0,Q830,COMMUNITY SCHOOL DISTRICT 30,LISA HIDALGO,,,,,QFSN,True,POINT (-8227226.153899999 4975198.543099999),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EeJcibIMVs1Jt5RvRpA2X0wBLKg6Vio9aC2fwJSVi27t4g,Complete (Current)
