Geographical District Code,Borough,Building Code,Location Code,School DBN,Unnamed: 5,School Name,Grades Served,Pre-K,Address,Accessibility Description,BAP Rating
30,Queens,Q570,Q501,30Q501,,Frank Sinatra School of the Arts High School,High school,,35-12 35Th Avenue,Fully Accessible,10 out of 10
30,Queens,Q570,Q993,75Q993,,P.S. Q993,K-12 all grades,,35-12 35Th Avenue,Fully Accessible,10 out of 10
30,Queens,Q575,Q575,30Q575,,Academy of American Studies,High school,,40-11 28 Street,Fully Accessible,10 out of 10
30,Queens,Q725,Q502,30Q502,,Information Technology High School,High school,,21-16 44Th Road,Fully Accessible,10 out of 10
30,Queens,Q725,Q721,75Q721,,John F. Kennedy Jr. School,High school,,21-16 44Th Road,Fully Accessible,10 out of 10
30,Queens,Q739,Q286,30Q286,,"Young Women's Leadership School, Astoria",Secondary School,,23-15 Newtown Avenue,Partially Accessible,8 out of 10
30,Queens,Q798,Q580,30Q580,,Baccalaureate School for Global Education,Secondary School,,34-12 36 Avenue,Fully Accessible,10 out of 10
30,Queens,Q868,Q078,30Q078,,P.S./I.S. 78Q,K-8,Yes,48-09 Center Boulevard,Fully Accessible,10 out of 10
30,Queens,Q885,Q255,75Q255,,P.S. Q255,K-12 all grades,,35-59 81St Street,Fully Accessible,9 out of 10
30,Queens,Q885,Q705,84Q705,,Renaissance Charter School,K-12 all grades,Yes,35-59 81St Street,Fully Accessible,9 out of 10
31,Staten Island,R002,R002,31R002,,I.S. R002 George L. Egbert,Junior High-Intermediate-Middle,,333 Midland Avenue,Partially Accessible,1 out of 10
31,Staten Island,R002,R037,75R037,,The David Marquis School of the Arts,K-12 all grades,Yes,333 Midland Avenue,Partially Accessible,1 out of 10
31,Staten Island,R003,R003,31R003,,P.S. 003 The Margaret Gioiosa School,Elementary,Yes,80 South Goff Avenue,Partially Accessible,6 out of 10
31,Staten Island,R004,R004,31R004,,P.S. 004 Maurice Wollin,Elementary,Yes,200 Nedra Lane,Partially Accessible,4 out of 10
31,Staten Island,R004,R037,75R037,,The David Marquis School of the Arts,K-12 all grades,Yes,200 Nedra Lane,Partially Accessible,4 out of 10
31,Staten Island,R005,R005,31R005,,P.S. 005 Huguenot,Elementary,,348 Deisius Street,Partially Accessible,4 out of 10
31,Staten Island,R006,R006,31R006,,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,Yes,555 Page Avenue,Fully Accessible,10 out of 10
31,Staten Island,R006,R373,75R373,,P.S. R373,K-8,Yes,555 Page Avenue,Fully Accessible,10 out of 10
31,Staten Island,R007,R007,31R007,,I.S. 007 Elias Bernstein,Junior High-Intermediate-Middle,,1270 Huguenot Avenue,Partially Accessible,1 out of 10
31,Staten Island,R007,R025,75R025,,South Richmond High School I.S./P.S. 25,K-12 all grades,Yes,1270 Huguenot Avenue,Partially Accessible,1 out of 10
31,Staten Island,R011,R011,31R011,,P.S. 11 Thomas Dongan School,Elementary,Yes,51 Jefferson Street,Partially Accessible,3 out of 10
31,Staten Island,R013,R013,31R013,,P.S. 013 M. L. Lindemeyer,Elementary,Yes,191 Vermont Avenue,Fully Accessible,9 out of 10
31,Staten Island,R014,R078,31R078,,P.S. 78,Elementary,Yes,35 Hill Street,Partially Accessible,6 out of 10
31,Staten Island,R018,R018,31R018,,P.S. 018 John G. Whittier,Elementary,Yes,221 Broadway,Partially Accessible,3 out of 10
31,Staten Island,R019,R019,31R019,,P.S. 019 The Curtis School,Elementary,Yes,780 Post Avenue,Partially Accessible,1 out of 10
31,Staten Island,R020,R020,31R020,,P.S. 020 Port Richmond,Elementary,,161 Park Avenue,Partially Accessible,4 out of 10
31,Staten Island,R021,R021,31R021,,P.S. 21 Margaret Emery-Elm Park,Elementary,Yes,168 Hooker Place,Partially Accessible,3 out of 10
31,Staten Island,R022,R022,31R022,,P.S. 022 Graniteville,Elementary,Yes,1860 Forest Avenue,Partially Accessible,5 out of 10
31,Staten Island,R024,R024,31R024,,I.S. 024 Myra S. Barnes,Junior High-Intermediate-Middle,,750 Durant Avenue,Partially Accessible,8 out of 10
31,Staten Island,R024,R721,75R721,,The Richard H. Hungerford School,Secondary School,,750 Durant Avenue,Partially Accessible,8 out of 10
31,Staten Island,R030,R030,31R030,,P.S. 030 Westerleigh,Elementary,Yes,200 Wardwell Avenue,Partially Accessible,3 out of 10
31,Staten Island,R030,R037,75R037,,The David Marquis School of the Arts,K-12 all grades,Yes,200 Wardwell Avenue,Partially Accessible,3 out of 10
31,Staten Island,R032,R032,31R032,,P.S. 032 The Gifford School,Elementary,Yes,232 Barlow Avenue,Partially Accessible,1 out of 10
31,Staten Island,R032,R037,75R037,,The David Marquis School of the Arts,K-12 all grades,Yes,232 Barlow Avenue,Partially Accessible,1 out of 10
31,Staten Island,R034,R025,75R025,,South Richmond High School I.S./P.S. 25,K-12 all grades,Yes,528 Academy Avenue,Fully Accessible,9 out of 10
31,Staten Island,R034,R034,31R034,,I.S. 034 Tottenville,Junior High-Intermediate-Middle,,528 Academy Avenue,Fully Accessible,9 out of 10
31,Staten Island,R036,R036,31R036,,P.S. 036 J. C. Drumgoole,Elementary,Yes,255 Ionia Avenue,Partially Accessible,3 out of 10
31,Staten Island,R036,R037,75R037,,The David Marquis School of the Arts,K-12 all grades,Yes,255 Ionia Avenue,Partially Accessible,3 out of 10
31,Staten Island,R039,R039,31R039,,P.S. 39 Francis J. Murphy Jr.,Elementary,,99 Macfarland Avenue,Partially Accessible,3 out of 10
31,Staten Island,R040,R373,75R373,,P.S. R373,K-8,Yes,91 Henderson Avenue,Partially Accessible,3 out of 10
31,Staten Island,R042,R042,31R042,,P.S. 042 Eltingville,Elementary,Yes,380 Genesee Avenue,Partially Accessible,1 out of 10
31,Staten Island,R043,R047,31R047,,CSI High School for International Studies,High school,,100 Essex Drive,Fully Accessible,10 out of 10
31,Staten Island,R043,R063,31R063,,Marsh Avenue School for Expeditionary Learning,Junior High-Intermediate-Middle,,100 Essex Drive,Fully Accessible,10 out of 10
31,Staten Island,R043,R064,31R064,,Gaynor McCown Expeditionary Learning School,High school,,100 Essex Drive,Fully Accessible,10 out of 10
31,Staten Island,R043,R721,75R721,,The Richard H. Hungerford School,Secondary School,,100 Essex Drive,Fully Accessible,10 out of 10
31,Staten Island,R044,R044,31R044,,P.S. 044 Thomas C. Brown,Elementary,Yes,80 Maple Parkway,Partially Accessible,4 out of 10
31,Staten Island,R045,R045,31R045,,P.S. 045 John Tyler,Elementary,Yes,58 Lawrence Avenue,Partially Accessible,5 out of 10
31,Staten Island,R048,R009,31R009,,Naples Street Elementary School,Elementary,Yes,1055 Targee Street,Partially Accessible,4 out of 10
31,Staten Island,R051,R051,31R051,,I.S. 051 Edwin Markham,Junior High-Intermediate-Middle,,80 Willowbrook Road,Fully Accessible,9 out of 10
31,Staten Island,R052,R052,31R052,,P.S. 052 John C. Thompson,Elementary,Yes,450 Buel Avenue,Fully Accessible,9 out of 10
31,Staten Island,R055,R055,31R055,,P.S. 055 Henry M. Boehm,Elementary,Yes,54 Osborne Street,Partially Accessible,3 out of 10
31,Staten Island,R056,R056,31R056,,P.S. 56 The Louis Desario School,Elementary,Yes,250 Kramer Avenue,Fully Accessible,10 out of 10
31,Staten Island,R057,R057,31R057,,P.S. 057 Hubert H. Humphrey,Elementary,Yes,140 Palma Drive,Partially Accessible,1 out of 10
31,Staten Island,R058,R058,31R058,,Space Shuttle Columbia School,Elementary,Yes,77 Marsh Avenue,Fully Accessible,10 out of 10
31,Staten Island,R058,R373,75R373,,P.S. R373,K-8,Yes,77 Marsh Avenue,Fully Accessible,10 out of 10
31,Staten Island,R059,R059,31R059,,The Harbor View School,Elementary,Yes,300 Richmond Terrace,Partially Accessible,4 out of 10
31,Staten Island,R060,R060,31R060,,P.S. 060 Alice Austen,Elementary,Yes,55 Merrill Avenue,Partially Accessible,1 out of 10
31,Staten Island,R061,R025,75R025,,South Richmond High School I.S./P.S. 25,K-12 all grades,Yes,445 Castleton Avenue,Fully Accessible,9 out of 10
31,Staten Island,R061,R061,31R061,,I.S. 061 William A Morris,Junior High-Intermediate-Middle,,445 Castleton Avenue,Fully Accessible,9 out of 10
31,Staten Island,R061,R373,75R373,,P.S. R373,K-8,Yes,445 Castleton Avenue,Fully Accessible,9 out of 10
31,Staten Island,R062,R062,31R062,,The Kathleen Grimm School for Leadership and Sustainability,Elementary,Yes,644 Bloomingdale Road,Fully Accessible,10 out of 10
31,Staten Island,R066,R068,31R068,,Port Richmond School for Visionary Learning,Elementary,Yes,1625 Forest Avenue,Fully Accessible,10 out of 10
31,Staten Island,R069,R069,31R069,,P.S. 069 Daniel D. Tompkins,Elementary,Yes,144 Keating Place,Fully Accessible,9 out of 10
31,Staten Island,R071,R048,31R048,,P.S. 048 William G. Wilcox,K-8,Yes,1050 Targee Street,Fully Accessible,10 out of 10
31,Staten Island,R071,R373,75R373,,P.S. R373,K-8,Yes,1050 Targee Street,Fully Accessible,10 out of 10
31,Staten Island,R072,R072,31R072,,I.S. 072 Rocco Laurie,Junior High-Intermediate-Middle,,33 Ferndale Avenue,Partially Accessible,8 out of 10
31,Staten Island,R075,R025,75R025,,South Richmond High School I.S./P.S. 25,K-12 all grades,Yes,455 Huguenot Avenue,Partially Accessible,6 out of 10
31,Staten Island,R075,R075,31R075,,I.S. 075 Frank D. Paulo,Junior High-Intermediate-Middle,,455 Huguenot Avenue,Partially Accessible,6 out of 10
31,Staten Island,R086,R721,75R721,,The Richard H. Hungerford School,Secondary School,,715 L Ocean Terrace,Fully Accessible,10 out of 10
31,Staten Island,R435,R025,75R025,,South Richmond High School I.S./P.S. 25,K-12 all grades,Yes,465 New Dorp Lane,Partially Accessible,6 out of 10
31,Staten Island,R435,R440,31R440,,New Dorp High School,High school,,465 New Dorp Lane,Partially Accessible,6 out of 10
31,Staten Island,R435,R721,75R721,,The Richard H. Hungerford School,Secondary School,,465 New Dorp Lane,Partially Accessible,6 out of 10
31,Staten Island,R440,R605,31R605,,Staten Island Technical High School,High school,,485 Clawson Street,Partially Accessible,8 out of 10
31,Staten Island,R445,R025,75R025,,South Richmond High School I.S./P.S. 25,K-12 all grades,Yes,85 St Josephs Avenue,Partially Accessible,3 out of 10
31,Staten Island,R445,R445,31R445,,Port Richmond High School,High school,,85 St Josephs Avenue,Partially Accessible,3 out of 10
31,Staten Island,R450,R025,75R025,,South Richmond High School I.S./P.S. 25,K-12 all grades,Yes,105 Hamilton Avenue,Partially Accessible,7 out of 10
31,Staten Island,R450,R450,31R450,,Curtis High School,High school,,105 Hamilton Avenue,Partially Accessible,7 out of 10
31,Staten Island,R455,R025,75R025,,South Richmond High School I.S./P.S. 25,K-12 all grades,Yes,100 Luten Avenue,Partially Accessible,7 out of 10
31,Staten Island,R455,R455,31R455,,Tottenville High School,High school,,100 Luten Avenue,Partially Accessible,7 out of 10
31,Staten Island,R455,R721,75R721,,The Richard H. Hungerford School,Secondary School,,100 Luten Avenue,Partially Accessible,7 out of 10
31,Staten Island,R460,R460,31R460,,Susan E. Wagner High School,High school,,1200 Manor Road,Fully Accessible,9 out of 10
31,Staten Island,R600,R600,31R600,,Ralph R. McKee Career and Technical Education High School,High school,,101 Belmont Place,Partially Accessible,8 out of 10
31,Staten Island,R600,R721,75R721,,The Richard H. Hungerford School,Secondary School,,101 Belmont Place,Partially Accessible,8 out of 10
31,Staten Island,R829,R065,31R065,,P.S. 65 The Academy of Innovative Learning,Elementary,Yes,98 Grant Street,Fully Accessible,9 out of 10
31,Staten Island,R840,R037,75R037,,The David Marquis School of the Arts,K-12 all grades,Yes,15 Fairfield Street,Partially Accessible,7 out of 10
31,Staten Island,R861,R373,75R373,,P.S. R373,K-8,Yes,280 Regis Drive,Fully Accessible,10 out of 10
31,Staten Island,R861,R861,31R861,,Staten Island School of Civic Leadership,K-8,Yes,280 Regis Drive,Fully Accessible,10 out of 10
31,Staten Island,R880,R037,75R037,,The David Marquis School of the Arts,K-12 all grades,Yes,715 Ocean Terrace,Partially Accessible,4 out of 10
31,Staten Island,R880,R076,84R076,,Bridge Preparatory Charter School,Elementary,,715 Ocean Terrace,Partially Accessible,4 out of 10
31,Staten Island,R880,R080,31R080,,The Michael J. Petrides School,K-12 all grades,Yes,715 Ocean Terrace,Partially Accessible,4 out of 10
